tweet_id,text,language,type,bookmark_count,favorite_count,retweet_count,reply_count,view_count,created_at,client,hashtags,urls,media_type,media_urls
'1844282976932364606',Happy Mazingira Day.,en,Tweet,2,171,23,88,27232,2024-10-10 09:45:01,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1844253193896862012',Happy Mazingira Day. https://t.co/3s8aOUKde6,en,Tweet,0,190,28,69,20482,2024-10-10 07:46:40,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GZgad5nW0DIUGLs.jpg
'1843980539646132618',"DESTRUCTION OF OVER SH13 MILLION DRUG HAUL 

The DCI Regional Coordinator for Nyanza, Mr. Lenny Kisaka OGW, led a team comprising the Kisumu County and Sub County security teams, officers from the National Environment Management Authority (NEMA), the Office of the Director of Public Prosecution (ODPP), the Judiciary, Public Health among other stakeholders in overseeing the destruction of Cannabis Sativa valued at approximately Sh13,140,000.

The exercise, which took place at the Jaramogi Oginga Odinga Teaching and Referral Hospital grounds, follows a court order from the Kisumu Law Courts. The order mandated the destruction of 10 sacks of Cannabis Sativa, weighing 438 kg, in an incinerator located at the hospital grounds.

This event underscores the Directorate of Criminal Investigations’ commitment in collaborating with other stakeholders in the fight against the sale, distribution and consumption of narcotic drugs.",en,Tweet,5,143,26,108,33745,2024-10-09 13:43:14,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GZcicE-X0AEbhI_.jpg,https://pbs.twimg.com/media/GZcidUIWwAA3v8e.jpg,https://pbs.twimg.com/media/GZcie4VXAAEnMmG.jpg,https://pbs.twimg.com/media/GZcihUbXwAA-Gh9.jpg"
'1843926168757551221',"RECOVERY OF UNCUSTOMED GOODS

To rid the market of uncustomed goods, law enforcement officers domiciled at Mandera Police Station have intercepted a lorry and confiscated 190 bags of uncustomed sugar.

Acting on a tip-off from vigilant members of the public, officers swiftly responded to reports of a lorry loaded with uncustomed goods in the Siftu area along the Kenya-Ethiopia border. The lorry, bearing registration number KBZ 248A Nissan Diesel UD, was promptly intercepted.

Upon inspection, it was confirmed that the lorry was transporting 190 bags, each weighing 25 kg, of uncustomed sugar. The vehicle was then escorted to Mandera Police Station, where it is currently detained pending further inspection by KRA customs officers.

The Directorate of Criminal Investigations (DCI) remains steadfast in its mission to combat the infiltration of uncustomed goods into the market and appreciates the public’s continued support in sharing valuable information.

#FichuaKwaDCI. Call 0800 722 203 to report anonymously. Usiogope!",en,Tweet,3,112,26,40,29375,2024-10-09 10:07:11,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GZbw9ciWgAAcmnw.jpg,https://pbs.twimg.com/media/GZbw_EgXoAAJFe8.jpg,https://pbs.twimg.com/media/GZbxA0hXsAA8-q6.jpg,https://pbs.twimg.com/media/GZbxCrYWUAAO_z1.jpg"
'1843755267910967576',"FORMER GOVERNOR CHARGED FOR OFFENSIVE CONDUCT.

On September 30th, 2024, former Kiambu County Governor Ferdinand Waititu was arrested and put behind bars pending arraignment for offensive conduct, in violation of Section 94(1) of the Penal Code.

His arrest came in response to a report by a concerned citizen, who confided through the DCI’s toll-free FICHUA KWA DCI number 0800 722 203.

The report drew attention to a video circulating on social media, in which Hon. Waititu, speaking at a public rally held in Ruiru Stadium, allegedly made inflammatory and abusive remarks likely to provoke a breach of peace.

The video, believed to have been recorded on September 29th, 2024, was posted on TikTok by the account @kikuyunationtv. Upon receiving the tip, the DCI’s Cyber Crime Unit was immediately deployed to investigate the matter. Detectives thoroughly examined the footage, which captured Waititu speaking in Kikuyu, a vernacular language.

In collaboration with Communications Authority of Kenya (CA), Investigators retrieved the raw footage from its publisher, @kikuyunationtv. The footage was further certified and a comprehensive translation of the speech from Kikuyu to English was later conducted by an expert to ensure accuracy. 

Following an in-depth analysis, it was established that the former governor’s remarks indeed constituted offensive conduct.

With the evidence firmly established, the investigative team recommended that Hon. Ferdinand Waititu be formally charged under Section 94(1) of the Penal Code for his offensive conduct.

The DCI extends its gratitude to vigilant citizens for sharing vital intelligence, which strengthens efforts to safeguard national peace and stability. This collaboration fosters greater trust between the public and law enforcement, reinforcing a shared commitment to a secure and harmonious society.",en,Tweet,16,533,93,404,106190,2024-10-08 22:48:05,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,photo,https://pbs.twimg.com/media/GZZVoFyWQAAwaOG.jpg
'1843648876454326729',Happy Customer Service Week. https://t.co/3Ygwd8q2nr,en,Tweet,10,601,73,575,146374,2024-10-08 15:45:20,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,photo,https://pbs.twimg.com/media/GZX04dcWoAA_Qwf.jpg
'1843591655246479405',"ARREST OF A WANTED MURDER SUSPECT

After months of relentless pursuit, Police Officers from Kondele Police Station have finally arrested an elusive murder suspect, Oliver Ochieng Jaoko, also known as Olivert.

Ochieng’s arrest comes in the wake of his involvement in the brutal hacking to death of Evans Opiyo and Mohammed Saleh on July 1, 2024, at Kibuye Market over a dispute that erupted over the control of proceeds from five washrooms at the bustling market. Following this heinous act, Ochieng vanished into the shadows, evading capture.

A manhunt was launched, and acting on a tip-off, he was smoked out of his hideout in Manyatta area and apprehended.

The DCI appreciates the members of the public for their continued support in sharing valuable information in the fight against criminal activities.

#FichuaKwaDCI. Call 0800 722 203 to report anonymously. Usiogope!",en,Tweet,27,548,81,270,228710,2024-10-08 11:57:57,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GZXAxcgW8AAgnI0.jpg,https://pbs.twimg.com/media/GZXAy5jW8AA7agp.jpg"
'1843364651113042288',UPDATE ON SECURITY SITUATION IN TANA RIVER COUNTY.-@IG_NPS https://t.co/ExM3tPuPQE,en,Tweet,1,123,19,57,30236,2024-10-07 20:55:55,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,photo,https://pbs.twimg.com/media/GZTyX_PWkAA9Ocq.jpg
'1842638125849305201',"DCI SPREAD JOY IN EMBU: FOOD DONATIONS BRING SMILES TO OVER 100 FAMILIES 

Aside from its core mandate of breaking down criminal syndicates and delivering justice to victims, the Directorate of Criminal Investigations was today engaged in voluntary humanitarian services in Embu.

To foster a good working relationship with the public and enhance the DCI's human face, detectives led a corporate social responsibility by donating foodstuffs courtesy of Deeren Chandaria to the less fortunate within the neighbourhood of Dallas and Moi Stadium.

Further, the officers visited Al-Madrasatu Shamsiyyah Madrassa and made the same donations, which sprinkled smiles to the small kids attending their religious classes.

While receiving the donations on their behalf, Maalim Musa and Fatuma Asman, both leaders in different capacities in the locality, expressed immense gratitude to the Directorate adding that the donation will go a long way feeding more than 100 families. 

The visit is one of the many humanitarian exercises the Directorate has made to foster good relationships with the people we serve.",en,Tweet,2,125,26,102,26024,2024-10-05 20:48:58,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GZJdZOOX0AAQPG5.jpg,https://pbs.twimg.com/media/GZJdcoqXoAA0AaE.jpg,https://pbs.twimg.com/media/GZJdgmlXAAA7LaJ.jpg,https://pbs.twimg.com/media/GZJdiB_W8AAh9BO.jpg"
'1842183049439518734',"CIVIPOL has successfully completed the  Fourth County Outreach Simulation for the “Multi-agency Simulation-based Trainings for Investigating and Prosecuting Human Trafficking and Identifying and Referring Victims for Assistance” in Kisumu County. 

The Training which ran from 17th to 20th October (Inception Training Week) and 30th September to 4th October, 2024 (Simulation Week) involved a pool of trainers and trainees drawn from several agencies.

They included Counter Trafficking In Person Secretariat, Directorate of Children's Services, Office of the Director of Public Prosecutions, NPS- DCI (Kisumu County, TOCU and AHTCPU), Border Management Secretariat, Labour and OSHS Officers, Kenya National Commission on Human Rights- KNCHR and specialized NGOs.

 Additionally, youth from FELS Kenya  served as role players, enriching the simulation experience.",en,Tweet,0,28,6,16,17153,2024-10-04 14:40:39,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,photo,"https://pbs.twimg.com/media/GZC_i4_WcAA8dV3.jpg,https://pbs.twimg.com/media/GZC_i6NXsAA8k_S.jpg,https://pbs.twimg.com/media/GZC_jB9XwAALgRJ.jpg"
'1842151428489367909',"RT @NPSOfficial_KE: US AMBASSADOR MEG WHITMAN PAYS COURTESY CALL ON IG KANJA IN NAIROBI 

The US Ambassador to Kenya,  Her Excellency Meg Whitman today October 4, 2024 paid a courtesy call on Inspector General of Police,  Mr. Douglas Kanja Kirocho at his Jogoo House ""A"" Office. https://t.co/rfV4dah8Ck",en,Retweet,6,247,27,64,31355,2024-10-04 12:35:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,photo,https://pbs.twimg.com/media/GZCi9eeWwAAjclO.jpg
'1841867945942962682',"TRAFFICKER IN CUFFS, NARCOTICS SEIZED

Coordinated efforts between detectives, traffic, and general duties officers from Voi Police Station saw the arrest of a trafficker who attempted to slip through officer’s fingers, seizing Bhang worth over Sh7 million in the streets.

The trafficker, Collins Otieno Angwech, 50, was behind the wheel of a grey Voxy KCK 054X, crammed to the gills with the illicit cargo. When traffic officers near Izera Ranch signalled him to stop, Angwech, in a foolhardy move, floored the accelerator and bolted towards Mombasa. This reckless dash triggered an immediate response from the DCI and general duty officers, who sprang into action without missing a beat, setting off a high-octane chase.

After a heart-pounding pursuit, the vehicle was finally intercepted off-road. Under the watchful eyes of the officers, it was escorted back to Voi Police Station.

In the vehicle, 1,315 rolls and eight and a half sacks of Bhang, with an estimated street value of Sh7,135,500 were recovered.

Angwech now finds himself in a tight spot, detained at Voi Police station as the wheels of justice turn. Meanwhile, the confiscated narcotics and the Voxy are being held as exhibits.",en,Tweet,4,147,25,71,36553,2024-10-03 17:48:33,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GY-hAI-WMAAub1e.jpg,https://pbs.twimg.com/media/GY-hCQzWcAAJHhW.jpg,https://pbs.twimg.com/media/GY-hEdpWcAA0M-b.jpg"
'1841846630129037792',"SHAKAHOLA CASE HEARING

In the depths of Shakahola forest, dubbed ‘Jangwani,’ lay sections with Biblical names like Bethlehem, Capernaum, Samaria, Galilee, and Judah. Galilee, the abode of Mackenzie, became a sinister sanctuary. A minor under witness protection recounted how parents were commanded to starve their children, promising them a celestial meeting with Christ in Heaven.

On the fourth day of this week’s hearing, the witness painfully recounted how his mother, blinded by Mackenzie’s teachings, led him and his brother into the dreaded forest. She ensured they dropped out of primary school in Mshomoroni, Mombasa. In October 2020, armed with nothing but clothes and a few utensils, the mother and her two sons sneaked out while their father, a matatu driver in Mombasa, was away. They boarded a matatu from Mshomoroni to Malindi. At Mackenzie’s church, they were ushered into a lorry, with the final stop being Shakahola forest.

Soon after, forced fasting was introduced. Mackenzie claimed to have conversed with Jesus, who revealed that ‘the Son of God’ would no longer come to earth; instead, men would meet him in heaven through ‘fasting’ to death. The witness recounted the alarming deaths of children, especially those under six years. The tragic highlight was the passing of four siblings, all under ten years old.

The brothers, unimpressed by the ordeal, attempted to escape the hunger by fleeing from the highly guarded forest. However, fate intervened, and they were recaptured by Mackenzie’s operatives while waiting for a vehicle by the roadside. They were taken to Mackenzie’s home and ordered to be guarded until their mother’s return. They had no choice but to join the other children in fasting. Tragically, the witness’s 10-year-old brother succumbed to the fasting after a month.

The witness narrated how he was separated from his mother a few days later. Upon inquiring about her whereabouts, he was shocked to learn of her passing. Fortunately, police officers arrived just in time to rescue them, taking them through a delicate process of treatment and counselling.

As the listeners absorbed the shocking narration, a somber mood engulfed the courtroom. The next witness, a Muslim minor, recounted how he once fell ill at their home in Malindi. His mother and sister took him to Mackenzie’s Good News International Church for prayers. Feeling better after the prayers, their faith strengthened, and they decided to follow Mackenzie’s teachings, quoting Bible verses like Colossians 2:8 and 2:20. This led him and his sister to drop out of class 4 and 6 respectively and avoid hospital visits, enrolling in ‘Biblical study’ classes at Mackenzie’s church.

The witness narrated that they were rescued by law enforcement officers and later returned to school against his mother’s wishes, while his sister opted for early marriage. Despite this, their mother remained devoted to Mackenzie’s twisted teachings. In 2020, she sold household goods, claiming she was heading to their other home in Kakoneni. A year later, she returned, appearing feeble, revealing she had been in Shakahola and intended to return. Despite the witness’s pleas, she was unmoved and returned to Shakahola in February 2023. The witness never saw her again.

The session ended with an adjournment of the Prevention of Terrorism Act and Proceeds of Crime Act cases facing Mackenzie and his 92 co-accused persons until October 28, 2024.",en,Tweet,9,124,23,29,25591,2024-10-03 16:23:51,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GY-NpIqWgAEgapj.jpg,https://pbs.twimg.com/media/GY-NrVJWoAAoe3_.jpg,https://pbs.twimg.com/media/GY-NtU7WMAAk6RI.jpg,https://pbs.twimg.com/media/GY-NurnWUAAA1Yb.jpg"
'1841521180294959356',"ROBBERY SUSPECTS ROUNDED UP AS SLEUTHS SEIZE M16 RIFLE

In a major breakthrough, a crack team of detectives from the DCI Headquarters Criminal Research and Intelligence Bureau (CRIB), Operation Support Unit (OSU), Operation Action Team (OAT) complimented by their counterparts drawn from Imenti Central and Buuri West Sub Counties have apprehended three notorious robbery with violence suspects and recovered an M16 rifle.

The individuals are believed to be the criminal masterminds behind a string of violent robberies in Imenti North and Buuri West Sub-Counties where they have reigned untold terror on the peace-loving locals. 

In one of their series of crimes reported on September 5th, 2024, the hoodlums brazenly stormed a homestead in Magati village, making off with two prized cows; a Friesian and an Ayrshire. During this audacious act, they fired five live rounds into the air, sending innocent villagers scampering for their safety. 

 In yet another chilling incident on September 15th, 2024, the suspects raided a home in Rugusu, stealing a dairy cow. They loaded the cow into a getaway pickup and vanished like phantoms. During this raid, the malefactors shot the owner, a woman, for raising  alarm. Tragically, she was pronounced dead on arrival at Kiirua Mission Hospital.

In their most recent bizarre escapade, the suspects attempted to torch a four-bedroom house, but the house did not catch fire. Frustrated by their failed arson attempt, they indiscriminately shot at the door of the house, hitting the man of the house three times in the belly and his wife in the abdomen. The victims are admitted at Kiirua mission hospital in serious condition.

With the precision of a hawk and the tenacity of a bloodhound, detectives tracked down the suspects, Patrick Muriera M’mbijiwe, 35, and Kenneth Muthethia Kiriinya alias Kiroria out of their hideouts. Through meticulous interrogation, the suspects eventually led the officers to Kianjuri village, where they claimed they had buried the firearm in a concealed location.

While at the site, the officers witnessed the dramatic retrieval of an M16 model (SAR) rifle, along with two magazines and 67 rounds of 5.5mm ammunition, a black jacket, two gunny bags, and a brown marvin, all concealed in a hole.

In an unfortunate turn of events, investigations revealed that a police officer based at Marsabit County namely Cpl Dominic Munene Peter has been working in cahoots with the thugs by facilitating their evil missions. He was swiftly arrested before holing up.

Remarkably, ballistic reports have conclusively linked the recovered firearm to earlier submitted cartridges, sealing the case like a jigsaw puzzle coming together. 

The Directorate of Criminal Investigations remains unwavering in its commitment to combat criminal activities and create a safer and more secure environment for all.",en,Tweet,17,241,43,71,85671,2024-10-02 18:50:37,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,photo,"https://pbs.twimg.com/media/GY5lYfMW8AA0dDy.jpg,https://pbs.twimg.com/media/GY5lYpGXQAAyWDE.jpg,https://pbs.twimg.com/media/GY5lYoqXQAAtYAO.jpg,https://pbs.twimg.com/media/GY5lYoSWQAABYwA.jpg"
'1841699388571230642',"@Kevoskii You are right

...error highly regretted.",en,Reply,1,2,0,1,1599,2024-10-03 06:38:46,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,
'1841546479812464692',@AmosFidel https://t.co/xetRynvyGo,qme,Reply,0,4,0,0,3147,2024-10-02 20:31:09,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,photo,https://pbs.twimg.com/media/GY5u3X8WcAAV9bd.jpg
'1841546479803965832',Video Courtesy | @KBCChannel1 https://t.co/9bs7vrQTQr,en,Reply,4,22,1,3,13728,2024-10-02 20:31:09,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,video,"https://video.twimg.com/ext_tw_video/1841522296281821184/pu/vid/avc1/720x720/tjaIGUOAxBkHhn5Y.mp4?tag=12,,,"
'1841535589989917160',"SHAKAHOLA CASE HEARING UPDATE

In the hearing that resumed on Monday, September 30, a minor witness under the Witness Protection Agency painted a vivid picture for the Shanzu Chief Magistrate. He recounted how his family was drawn into Mackenzie’s web of teachings by his elder sister who introduced them to Mackenzie’s Times TV.

The witness, in his testimony that spilled over to the second day, described how his mother became so captivated by Mackenzie’s messages that she started attending the Good News International Ministry’s Nairobi branch. This led to the witness, then a primary school student in Nairobi County, being pulled out of school as the family prepared to relocate to the Shakahola forest.

In February 2022, the witness’s mother moved to Malindi to set the stage for their arrival, selling off their properties in Nairobi. Just two days later, she instructed the witness, his sister, and a 15-year-old cousin to join her in Malindi. They met at Mackenzie’s church, and the church quickly arranged transport to Shakahola forest. The four of them found themselves in a tuk-tuk, owned by one of Mackenzie’s followers, heading deep into the forest, about 80 kilometres from Malindi town.

In an unusual act of generosity, Mackenzie, through his operative in the forest, provided the family with land in Shakahola, where they built mud-walled houses with makuti-thatched roofs. By mid-2022, Mackenzie tightened his grip, declaring that forced fasting would begin, starting with the children, followed by the youth, women, men, and finally Mackenzie and his family.

The witness who has since resumed studies, recounted his rescue in March 2023 by the area chief and local village head. He was handed over to the Malindi Subcounty Children Officer and, due to severe malnutrition, taken to Malindi Subcounty Hospital and later to Mayungu Rescue Center for counselling. He shared his harrowing experience with law enforcement officers, noting that at the time of his rescue, his mother and sister were missing, while his cousin, now a prosecution witness, was also rescued in a severely malnourished state.

A second witness who is a minor under witness protection activated a jaw-dropping reaction in court on the second day, when he laid bare the fact that Pastor Mackenzie’s teachings were heavily influential on their family, to the extent that the all Muslim family joined the  Good News International Ministry Church.

The witness continued with his testimony into the third day of the hearing, disclosing to the court that before joining the pastor’s church, his father, who was a heavy swill-bowl started watching Mackenzie’s teachings on Times TV. Within no time, he had become a staunch follower of the preacher. He managed to convince the rest of his family to watch the preachings, with a subsequent request for them to join him in attending the Good News International Ministry Church in Makongeni, Nairobi.

Following Mackenzie’s unorthodox religious teachings, the witness’s father ordered him and his three siblings to stop schooling. They were pupils in one of the primary schools within Nairobi. According to the teachings, schooling was devilish. The witness’s mother who was a salonist also resigned due to the ‘devilish’ nature of braiding hair and applying makeup.

In April 2022, the witness accompanied his father to Shakahola forest where his father bought an acre of land from Mackenzie at Kshs. 3,000. The witness’s mother and his three siblings had escaped to their rural home a year earlier.

The witness narrated how when they were forced to fast, people would die in their numbers, and that their graves would be levelled, and vegetables planted on top to conceal their presence. He managed to escape in August 2022, where he was rescued by Malindi’s Children’s Officer and taken to Malindi Police Station, and later to a Children’s Centre. He added that he no longer knows the whereabouts of his father whom he left in the forest.

The hearing against Mackenzie and 92 others, charged with multiple counts under the Prevention of Terrorism Act and Prevention of Organized Crimes Act, continues tomorrow, October 3, 2024.",en,Tweet,6,87,20,25,19931,2024-10-02 19:47:53,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GY5ysE_XUAAH77v.jpg,https://pbs.twimg.com/media/GY5yuOjWoAALwUA.jpg,https://pbs.twimg.com/media/GY5yxKLXwAA9hI1.jpg,https://pbs.twimg.com/media/GY5yz6QWgAAptA2.jpg"
'1841528226306224583',Video Courtesy | @KBCChannel1 https://t.co/80DDdU5u1l,en,Reply,8,37,7,6,47961,2024-10-02 19:18:37,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,video,"https://video.twimg.com/ext_tw_video/1841527769642979328/pu/vid/avc1/720x720/mF5y8x1pUMB3v3U3.mp4?tag=12,,,"
'1841521180294959356',"ROBBERY SUSPECTS ROUNDED UP AS SLEUTHS SEIZE M16 RIFLE

In a major breakthrough, a crack team of detectives from the DCI Headquarters Criminal Research and Intelligence Bureau (CRIB), Operation Support Unit (OSU), Operation Action Team (OAT) complimented by their counterparts drawn from Imenti Central and Buuri West Sub Counties have apprehended three notorious robbery with violence suspects and recovered an M16 rifle.

The individuals are believed to be the criminal masterminds behind a string of violent robberies in Imenti North and Buuri West Sub-Counties where they have reigned untold terror on the peace-loving locals. 

In one of their series of crimes reported on September 5th, 2024, the hoodlums brazenly stormed a homestead in Magati village, making off with two prized cows; a Friesian and an Ayrshire. During this audacious act, they fired five live rounds into the air, sending innocent villagers scampering for their safety. 

 In yet another chilling incident on September 15th, 2024, the suspects raided a home in Rugusu, stealing a dairy cow. They loaded the cow into a getaway pickup and vanished like phantoms. During this raid, the malefactors shot the owner, a woman, for raising  alarm. Tragically, she was pronounced dead on arrival at Kiirua Mission Hospital.

In their most recent bizarre escapade, the suspects attempted to torch a four-bedroom house, but the house did not catch fire. Frustrated by their failed arson attempt, they indiscriminately shot at the door of the house, hitting the man of the house three times in the belly and his wife in the abdomen. The victims are admitted at Kiirua mission hospital in serious condition.

With the precision of a hawk and the tenacity of a bloodhound, detectives tracked down the suspects, Patrick Muriera M’mbijiwe, 35, and Kenneth Muthethia Kiriinya alias Kiroria out of their hideouts. Through meticulous interrogation, the suspects eventually led the officers to Kianjuri village, where they claimed they had buried the firearm in a concealed location.

While at the site, the officers witnessed the dramatic retrieval of an M16 model (SAR) rifle, along with two magazines and 67 rounds of 5.5mm ammunition, a black jacket, two gunny bags, and a brown marvin, all concealed in a hole.

In an unfortunate turn of events, investigations revealed that a police officer based at Marsabit County namely Cpl Dominic Munene Peter has been working in cahoots with the thugs by facilitating their evil missions. He was swiftly arrested before holing up.

Remarkably, ballistic reports have conclusively linked the recovered firearm to earlier submitted cartridges, sealing the case like a jigsaw puzzle coming together. 

The Directorate of Criminal Investigations remains unwavering in its commitment to combat criminal activities and create a safer and more secure environment for all.",en,Tweet,17,241,43,71,85671,2024-10-02 18:50:37,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,photo,"https://pbs.twimg.com/media/GY5lYfMW8AA0dDy.jpg,https://pbs.twimg.com/media/GY5lYpGXQAAyWDE.jpg,https://pbs.twimg.com/media/GY5lYoqXQAAtYAO.jpg,https://pbs.twimg.com/media/GY5lYoSWQAABYwA.jpg"
'1841136708298891736',"RT @NPSOfficial_KE: NPS OFFICERS ARRIVE FOR PEACEKEEPING MISSION IN SOUTH SUDAN

NPS Officers have arrived safely  in South Sudan for UN Peacekeeping Mission in South Sudan (UNMISS).
A total of 18 Officers drawn from the Kenya Police Service, https://t.co/jVCiA1J0qq",en,Retweet,1,145,22,28,27466,2024-10-01 17:22:52,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,photo,https://pbs.twimg.com/media/GY0IFA3XYAAE6FW.jpg
'1841136607237124332',"WELCOMING THE NEWLY RECRUITED CIVILIAN STAFF TO DCI

The Deputy Director DCI Mr John Onyango has today congratulated 203 newly employed members of civilian staff to the DCI.

In a colourful occasion staged at DCI Headquarters to welcome them, Mr Onyango, representing the Director DCI Mr Mohammed Amin hailed the cohort for being selected among the many who applied for the positions.

The new civilian staff members are among 930 recruited to supplement human resources in the National Police Service. While receiving them, Mr Onyango urged them to discharge their duties professionally with integrity and commitment. 

The 203, ranging from accountants, artisans, record management officers, office administrators, and clerical officers among other disciplines will play a key role in facilitating the DCI to discharge its mandate effectively.

DCI's Administrative Secretary, Mr Sichangi embraced the cohort into the DCI family as they begin rendering their services in different capacities.",en,Tweet,7,150,35,119,55543,2024-10-01 17:22:28,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GY0HxP6XYAUKFHr.jpg,https://pbs.twimg.com/media/GY0H1JsXUAcIM5H.jpg,https://pbs.twimg.com/media/GY0H56xXgAU6yU0.jpg,https://pbs.twimg.com/media/GY0H80CWQAsMq13.jpg"
'1841116379388195011',"RT @NPSOfficial_KE: IG KANJA MEETS WITH DEPARTMENTAL COMMITTEE ON DEFENCE, INTELLIGENCE AND FOREIGN RELATIONS INQUIRING INTO THE CONDUCT OF BATUK

The Inspector General of Police, Mr. Douglas Kanja Kirocho has today appeared before the Departmental Committee on Defence, Intelligence and https://t.co/Iv5sIWNLAx",en,Retweet,2,191,29,12,30732,2024-10-01 16:02:05,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,photo,https://pbs.twimg.com/media/GYz1lT-WAAAsuvo.jpg
'1841018506705584627',"TWO SUSPECTS BEHIND A MAJOR FRAUD CASE FINALLY BROUGHT TO JUSTICE

In a significant breakthrough, two suspects, Mohammed Muhamud Abdi and Bashir Gabow, believed to be the owners of Mobilix Cargo and Supplies Ltd, have been arrested and charged in connection with a large-scale fraud case. The two allegedly defrauded over USD 250,000 from a group of business people in Nairobi’s Eastleigh back in 2018. The two had promised to assist the investors in importing clothing from China, but after receiving payment, they failed to honor their part of the bargain.

On August 13, 2018, the suspects acknowledged receiving a substantial sum from the group, but shortly after, they went silent. Despite multiple attempts by the victims to recover their funds, including written agreements on a refund process, the suspects made no effort to fulfill their end. For years, the victims were left without their hard-earned money, facing immense frustration.

After enduring years of back-and-forth, one brave member of the group, who had invested USD 100,000,  reached out to the Directorate of Criminal Investigations (DCI) for help, sending a detailed letter on August 20, 2024, that described her ordeal. This move marked a turning point in the case.

Detectives from the DCI Nairobi Region Headquarters acted swiftly and within few days, the investigative team tracked down and arrested the two suspects on 27th August, 2024. The suspects were arraigned at Milimani Court and charged with obtaining money by false pretense thus bringing hope for justice to the defrauded investors.

Out of the eight victims involved, only one investor had the courage to come forward and report the fraud. We commend her bravery and courage as we remain committed to ensuring justice is served for all.

Usiogope #FichuaKwaDCI 0800722203.",en,Tweet,12,231,34,205,71472,2024-10-01 09:33:11,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,photo,"https://pbs.twimg.com/media/GYyckKQWMAAbaFr.jpg,https://pbs.twimg.com/media/GYyckM0WIAEeq97.jpg"
'1840739097184198915',"TEENS WHO FAKED KIDNAPPING, DEMANDED SH6 MILLION RANSOM ARRESTED 

Detectives in Imenti North, Meru County have apprehended three 17-year-olds who orchestrated a sham kidnapping in Kainginyo, Thimbiri location, before audaciously demanding Sh6 million ransom from the ""victims"" family. 

In a classic case of misguided get-rich-quick mentality, the three, two males and a female, faked the kidnapping of the female, then called her parents with the demands lest their daughter disappeared for good. 

On receiving information of a missing child on September 24, officers at Meru Police Station geared up for a scrupulous manhunt within the locality, reassuring the distraught family whose negotiations with the kidnappers and frantic search for their kin had resulted in futility.

Joining in the investigation, Imenti North detectives uncovered a sinister plot. The supposed victim, Jane (not her real name), had conspired with the two male accomplices to stage her own kidnapping, aiming to extort the hefty sum from her own family.

Following a forensic trail, Jane and her accomplices were smoked out of their hideout in Kainginyo, where a discovery of 20 rolls of Marijuana was also made.

As the family thanks the good heavens for the safety of their kin, she and her partners in crime are cooling heels at a Igoji Police Station pending arraignment for conspiracy to defraud and being in possession of narcotics.",en,Tweet,9,291,51,361,89139,2024-09-30 15:02:54,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GYueS0uWUAAagMf.jpg,https://pbs.twimg.com/media/GYueUR3XQAAYhC3.jpg,https://pbs.twimg.com/media/GYueWwFXUAEaTaj.jpg"
